year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,rushatt,rushyds,rushypa,rushtds,hasbling,allamerican,hasawards,heisman,drafted
2011,henry hynoski,Pittsburgh,FB,72.38,257,5.06,24,30.5,111,,,37,143,3.9,1,0,0,0,0,N
2011,mark ingram,Alabama,RB,69.13,215,4.62,21,31.5,113,4.62,7.13,572,3261,5.7,42,1,1,1,1,Y
2011,taiwan jones,Eastern Washington,RB,71.63,194,4.53,13,32,115,4.33,7.25,,,,,0,0,0,0,Y
2011,mikel leshoure,Illinois,RB,71.63,227,4.56,21,38,122,4.4,6.82,424,2557,6,23,0,0,0,0,Y
2011,dion lewis,Pittsburgh,RB,66.63,193,4.56,17,34.5,112,4.18,6.9,544,2860,5.3,30,1,0,1,0,Y
2011,derrick locke,Kentucky,RB,68.25,188,4.37,16,37.5,118,4.15,6.98,518,2618,5.1,22,0,0,0,0,N
2011,owen marecic,Stanford,FB,72.5,248,4.87,22,28.5,102,4.56,7.1,36,67,1.9,9,0,0,0,0,Y
2011,demarco murray,Oklahoma,RB,71.63,213,4.37,21,34.5,130,4.18,7.28,759,3685,4.9,50,0,0,0,0,Y
2011,bilal powell,Louisville,RB,70.5,207,4.52,18,,,,,436,2338,5.4,19,0,0,0,0,Y
2011,stevan ridley,Louisiana State,RB,71.25,225,4.65,18,36,118,4.21,6.78,306,1419,4.6,19,0,0,0,0,Y
2011,jacquizz rodgers,Oregon State,RB,65.88,196,4.59,,33,113,4.26,7.31,788,3877,4.9,46,1,0,1,0,Y
2011,evan royster,Penn State,RB,71.63,212,4.65,20,34,113,4.18,7.07,686,3932,5.7,29,0,0,0,0,Y
2011,brandon saine,Ohio State,RB,71.25,220,4.4,22,34.5,113,4.25,6.98,301,1408,4.7,9,0,0,0,0,N
2011,darel scott,Maryland,RB,71,211,4.4,19,34,117,4.2,7.15,430,2401,5.6,17,0,0,0,0,Y
2011,anthony sherman,Connecticut,FB,70,242,4.74,32,32.5,111,4.41,7.23,17,61,3.6,0,0,0,0,0,Y
2011,vai taua,Nevada,RB,69.5,213,4.65,20,34.5,112,4.18,6.89,711,4588,6.5,45,0,0,0,0,N
2011,daniel thomas,Kansas State,RB,72.25,230,4.63,21,,,,,545,2850,5.2,30,0,0,0,0,Y
2011,jordan todman,Connecticut,RB,68.88,203,4.4,25,38,126,4.18,7.24,616,3179,5.2,31,1,0,1,0,Y
2011,shane vereen,California,RB,70.25,210,4.49,31,34,115,4.28,6.95,556,2834,5.1,29,0,0,0,0,Y
2011,johnny white,North Carolina,RB,69.88,209,4.5,,32.5,117,4.31,7.07,246,1262,5.1,8,0,0,0,0,Y
2011,ryan williams,Virginia Tech,RB,69,212,4.59,19,40,123,4.18,6.96,,,,,0,0,0,0,Y
2012,edwin baker,Michigan State,RB,68,204,4.44,20,35,111,4.31,7.27,462,2293,5,19,0,0,0,0,Y
2012,mike ball,Nevada,RB,68.5,206,4.54,21,36,112,4.23,7.1,196,1183,6,12,0,0,0,0,N
2012,vick ballard,Mississippi State,RB,70.25,219,4.59,23,33,115,4.19,7.03,379,2157,5.7,29,0,0,0,0,Y
2012,brandon bolden,Mississippi,RB,70.88,222,4.55,21,38,119,4.44,6.96,486,2594,5.3,27,0,0,0,0,N
2012,lennon creer,Louisiana Tech,RB,71.38,219,4.67,21,33.5,110,4.4,7.26,519,2621,5.1,24,0,0,0,0,N
2012,drake dunsmore,Northwestern,FB,74.13,241,4.63,21,35.5,117,4.03,6.73,,,,,0,0,0,0,Y
2012,bradie ewing,Wisconsin,FB,71.75,239,4.73,14,36.5,120,4.16,7.14,7,33,4.7,2,0,0,0,0,Y
2012,terrance ganaway,Baylor,RB,71.5,239,4.61,,37.5,119,4.25,7.15,473,2592,5.5,34,0,0,0,0,Y
2012,cyrus gray,Texas A&M,RB,70.38,206,4.4,21,32.5,114,,7.17,632,3298,5.2,30,0,0,0,0,Y
2012,jonas gray,Notre Dame,RB,69.75,223,4.58,20,,,,,189,1100,5.8,12,0,0,0,0,N
2012,jewel hampton,Southern Illinois,RB,68.63,218,4.56,26,,,,,118,577,4.9,8,0,0,0,0,N
2012,dan herron,Ohio State,RB,69.75,213,4.57,22,35,117,4.04,6.97,592,2869,4.8,32,0,0,0,0,Y
2012,ronnie hillman,San Diego State,RB,68.75,200,4.42,17,37,,,,573,3243,5.7,36,0,0,0,0,Y
2012,emil igwenagu,Massachusetts,FB,73.25,249,4.7,19,34.5,121,4.4,7.32,,,,,0,0,0,0,N
2012,lamichael james,Oregon,RB,68,194,4.35,15,35,123,4.12,6.88,771,5082,6.6,53,1,1,1,0,Y
2012,doug martin,Boise State,RB,69.25,223,4.46,28,36,120,4.16,6.79,617,3431,5.6,43,0,0,0,0,Y
2012,davin meggett,Maryland,RB,68.25,211,4.5,23,35,118,4.32,7.14,485,2411,5,18,0,0,0,0,N
2012,lamar miller,Miami (FL),RB,70.75,212,4.34,,33,,,,335,1918,5.7,15,0,0,0,0,Y
2012,alfred morris,Florida Atlantic,RB,69.88,219,4.63,16,35.5,117,4.19,7.01,733,3529,4.8,27,0,0,0,0,Y
2012,isaiah pead,Cincinnati,RB,70.13,197,4.39,,33,116,4.32,6.95,545,3288,6,27,1,0,1,0,Y
2012,bernard pierce,Temple,RB,72.25,218,4.45,17,36.5,123,4.28,7.07,663,3570,5.4,53,0,0,0,0,Y
2012,chris polk,Washington,RB,70.5,215,4.52,,31.5,111,4.21,7.13,799,4049,5.1,26,0,0,0,0,N
2012,tauren poole,Tennessee,RB,70,205,4.48,24,34,118,4.19,7.36,423,1898,4.5,16,0,0,0,0,N
2012,chris rainey,Florida,RB,68.38,180,4.36,16,36.5,120,3.93,6.5,396,2464,6.2,13,0,0,0,0,Y
2012,daryl richardson,Abilene Christian (TX),RB,70,192,4.47,,,,,,,,,,0,0,0,0,Y
2012,trent richardson,Alabama,RB,69.25,228,4.49,,,,,,540,3130,5.8,35,1,1,1,0,Y
2012,evan rodriguez,Temple,FB,74,239,4.53,18,36,119,4.28,6.94,1,1,1,0,0,0,0,0,Y
2012,darrell scott,South Florida,RB,72.13,231,4.68,,31.5,,,,263,1252,4.8,6,0,0,0,0,N
2012,michael smith,Utah State,RB,69,207,4.36,,,,,,184,1313,7.1,15,0,0,0,0,Y
2012,robert turbin,Utah State,RB,70,222,4.42,28,36,122,4.31,7.16,565,3315,5.9,40,1,0,1,0,Y
2012,marc tyler,Southern California,RB,70.63,219,4.7,19,30.5,110,,,334,1751,5.2,15,0,0,0,0,N
2012,foswhitt whittaker,Texas,RB,69,193,4.49,20,,,,,197,847,4.3,6,0,0,0,0,N
2012,david wilson,Virginia Tech,RB,70,206,4.38,,41,132,4.12,7.09,462,2662,5.8,18,1,0,1,0,Y
2013,cj anderson,California,RB,68.13,224,4.6,17,32,119,4.12,7.15,198,1135,5.7,12,0,0,0,0,N
2013,montee ball,Wisconsin,RB,70.5,214,4.66,15,32,118,4.4,6.88,924,5140,5.6,77,1,1,1,0,Y
2013,kenjon barner,Oregon,RB,69.25,196,4.52,20,35.5,122,4.2,6.87,582,3623,6.2,41,1,1,1,0,Y
2013,leveon bell,Michigan State,RB,73.38,230,4.6,24,31.5,118,4.24,6.75,671,3346,5,33,0,0,0,0,Y
2013,giovani bernard,North Carolina,RB,68.38,202,4.53,19,33.5,122,4.12,6.91,423,2481,5.9,25,0,0,0,0,Y
2013,tommy bohanon,Wake Forest,FB,73,246,4.88,36,35,119,4.42,7.27,50,160,3.2,3,0,0,0,0,Y
2013,zach boren,Ohio State,FB,71.5,238,5,15,32,109,4.44,7.28,12,35,2.9,2,0,0,0,0,N
2013,rex burkhead,Nebraska,RB,70.25,214,4.73,21,39,125,4.09,6.85,635,3329,5.2,30,0,0,0,0,Y
2013,knile davis,Arkansas,RB,71.38,227,4.37,31,33.5,121,4.38,6.96,349,1862,5.3,19,0,0,0,0,Y
2013,andre ellington,Clemson,RB,69.25,199,4.61,,34,122,,,621,3436,5.5,33,0,0,0,0,Y
2013,michael ford,Louisiana State,RB,69.5,210,4.5,25,38.5,130,4.25,6.87,243,1392,5.7,13,0,0,0,0,N
2013,johnathan franklin,UCLA,RB,70,205,4.49,18,31.5,115,4.31,6.89,788,4403,5.6,31,0,0,0,0,Y
2013,mike gillislee,Florida,RB,71.13,208,4.55,15,30.5,119,4.4,7.12,389,2072,5.3,20,0,0,0,0,Y
2013,ray graham,Pittsburgh,RB,69.13,199,4.8,18,32.5,112,4.21,7.17,595,3271,5.5,32,0,0,0,0,N
2013,dj harper,Boise State,RB,69.13,211,4.52,23,33.5,120,4.35,7.07,547,2779,5.1,39,0,0,0,0,N
2013,montel harris,Temple,RB,68.25,208,4.68,19,32.5,113,4.18,6.95,973,4789,4.9,39,0,0,0,0,N
2013,mike james,Miami (FL),RB,70.5,223,4.53,28,35,115,4.62,,304,1340,4.4,17,0,0,0,0,Y
2013,jawan jamison,Rutgers,RB,67.38,203,4.68,20,29,110,,,486,1972,4.1,13,0,0,0,0,Y
2013,stefphon jefferson,Nevada,RB,70.5,213,4.68,15,31,117,4.44,6.97,448,2338,5.2,30,0,0,0,0,N
2013,eddie lacy,Alabama,RB,73,220,4.55,,,,,,355,2402,6.8,30,0,0,0,0,Y
2013,marcus lattimore,South Carolina,RB,71,219,4.65,,,,,,555,2677,4.8,38,0,0,0,0,Y
2013,zach line,Southern Methodist (TX),FB,72.5,232,4.77,26,30.5,111,,,778,4185,5.4,47,1,0,1,0,N
2013,miguel maysonet,Stony Brook (NY),RB,69,209,4.54,20,,,4.43,7.21,,,,,0,0,0,0,N
2013,onterio mccalebb,Auburn,RB,70.25,168,4.34,,34,121,,,406,2586,6.4,24,0,0,0,0,N
2013,christine michael,Texas A&M,RB,70,220,4.54,27,43,125,4.02,6.69,529,2791,5.3,34,0,0,0,0,Y
2013,lonnie pryor,Florida State,FB,71.38,227,4.7,17,30,114,4.55,7.28,124,718,5.8,18,0,0,0,0,N
2013,joseph randle,Oklahoma State,RB,72,204,4.63,,35,123,,,564,3085,5.5,40,0,0,0,0,Y
2013,theo riddick,Notre Dame,RB,70.13,201,4.68,,32,118,,,244,1169,4.8,5,0,0,0,0,Y
2013,robbie rouse,Frenso State (CA),RB,65.75,190,4.8,15,34,114,4.25,6.97,898,4647,5.2,37,0,0,0,0,N
2013,zac stacy,Vanderbilt,RB,68.38,216,4.55,27,33,122,4.17,6.7,581,3143,5.4,30,0,0,0,0,Y
2013,stepfan taylor,Stanford,RB,69.13,214,4.76,17,30,110,4.5,7.13,843,4300,5.1,40,0,0,0,0,Y
2013,chris thompson,Florida State,RB,67.13,192,4.42,21,,,,,277,1735,6.3,14,0,0,0,0,Y
2013,matthew tucker,Texas Christian,RB,72.38,221,4.55,17,35.5,118,,,494,2602,5.3,33,0,0,0,0,N
2013,kerwynn williams,Utah State,RB,68.13,196,4.48,17,35,118,4.15,7.15,382,2515,6.6,22,0,0,0,0,Y
2013,braden wilson,Kansas State,FB,76,251,4.81,22,,,,,21,44,2.1,2,0,0,0,0,Y
2013,george winn,Cincinnati,RB,70.5,218,4.75,22,34.5,119,,,321,1710,5.3,15,0,0,0,0,N
2013,cierre wood,Notre Dame,RB,71,213,4.56,16,37.5,124,,,450,2447,5.4,16,0,0,0,0,N
2014,antonio andrews,Western Kentucky,RB,70.13,225,4.82,20,29.5,104,4.49,7.24,618,3674,5.9,29,1,0,1,0,N
2014,george atkinson,Notre Dame,RB,73.38,218,4.48,19,38,128,4.46,7.07,9,27,3,2,0,0,0,0,N
2014,kapri bibbs,Colorado State,RB,69.38,212,4.67,24,29,104,,,281,1741,6.2,31,0,0,0,0,N
2014,alfred blue,Louisiana State,RB,74.38,223,4.63,13,32,121,4.5,7.15,209,1253,6,11,0,0,0,0,Y
2014,kadeem carey,Arizona,RB,69.38,207,4.7,19,32.5,114,4.38,7.08,743,4239,5.7,48,1,1,1,0,Y
2014,jc copeland,Louisiana State,FB,71.13,271,4.95,23,28.5,111,4.58,7.68,36,92,2.6,7,0,0,0,0,N
2014,tim cornett,Nevada Las Vegas,RB,72.25,209,4.48,,34.5,124,4.26,7.01,769,3733,4.9,35,0,0,0,0,N
2014,isaiah crowell,Alabama State,RB,71,224,4.57,23,38,116,,,185,850,4.6,5,0,0,0,0,N
2014,tim flanders,Sam Houston State (TX),RB,68.63,207,4.75,20,32,112,,7.07,,,,,0,0,0,0,N
2014,david fluellen,Toledo,RB,71.13,224,4.72,,36.5,120,,6.9,561,3336,5.9,28,0,0,0,0,N
2014,devonta freeman,Florida State,RB,68.25,206,4.58,,31.5,116,4.26,7.11,404,2255,5.6,30,0,0,0,0,Y
2014,tyler gaffney,Stanford,RB,71.5,220,4.49,,36.5,115,4.18,6.78,486,2500,5.1,33,0,0,0,0,Y
2014,ryan hewitt,Stanford,FB,76.13,246,4.87,,33,116,4.35,7.04,28,75,2.7,1,0,0,0,0,N
2014,jeremy hill,Louisiana State,RB,72.63,233,4.56,20,29,112,,,345,2156,6.2,28,0,0,0,0,Y
2014,carlos hyde,Ohio State,RB,71.88,230,4.62,19,34.5,113,,,523,3198,6.1,37,0,0,0,0,Y
2014,storm johnson,Central Florida,RB,71.63,209,4.6,16,35.5,116,,,113,507,4.5,4,0,0,0,0,Y
2014,reggie jordan,Missouri Western,FB,74.88,240,4.77,24,30,115,4.3,7.22,,,,,0,0,0,0,N
2014,henry josey,Missouri,RB,68.13,194,4.43,20,34.5,116,4.13,7.07,395,2771,7,30,0,0,0,0,N
2014,tre mason,Auburn,RB,68.5,207,4.5,,38.5,125,4.15,,516,2979,5.8,32,1,0,1,0,Y
2014,jerick mckinnon,Georgia Southern,RB,68.88,209,4.41,32,40.5,132,4.12,6.83,,,,,0,0,0,0,Y
2014,ladarius perkins,Mississippi State,RB,67.38,195,4.46,23,35.5,123,4.3,7.08,530,2554,4.8,15,0,0,0,0,N
2014,silas redd,Southern California,RB,69.75,212,4.7,18,37,122,,,569,2959,5.2,19,0,0,0,0,N
2014,bishop sankey,Washington,RB,69.5,209,4.49,26,35.5,125,4,6.75,644,3496,5.4,37,0,0,0,0,Y
2014,lache seastrunk,Baylor,RB,69.5,201,4.51,15,41.5,134,,,289,2189,7.6,18,0,0,0,0,Y
2014,charles sims,West Virginia,RB,72,214,4.48,17,37.5,125,4.3,7.16,592,3465,5.9,40,0,0,0,0,Y
2014,jerome smith,Syracuse,RB,71.13,220,4.84,14,36,116,4.6,7.53,464,2219,4.8,16,0,0,0,0,N
2014,lorenzo taliaferro,Coastal Carolina (SC),RB,72.25,229,4.58,18,33,116,4.22,6.88,,,,,0,0,0,0,Y
2014,deanthony thomas,Oregon,RB,68.63,174,4.5,8,32,123,,,243,1890,7.8,26,0,0,0,0,Y
2014,terrance west,Towson (MD),RB,69.25,225,4.56,16,33.5,120,,,,,,,0,0,0,0,Y
2014,james white,Wisconsin,RB,69.13,204,4.57,23,32,113,4.2,7.05,643,4015,6.2,45,0,0,0,0,Y
2014,james wilder,Florida State,RB,74.63,232,4.86,18,35,121,4.24,6.92,226,1363,6,20,0,0,0,0,N
2014,andre williams,Boston College,RB,71.38,230,4.56,,38,128,4.06,7.27,704,3739,5.3,28,1,1,1,0,Y
2014,damien williams,Oklahoma,RB,71,222,4.45,16,35.5,121,4.25,7.37,290,1499,5.2,18,0,0,0,0,N
2015,ameer abdullah,Nebraska,RB,68.75,205,4.6,24,42.5,130,3.95,6.79,813,4588,5.6,39,0,0,0,0,Y
2015,jay ajayi,Boise State,RB,71.75,221,4.57,19,39,121,4.1,7.1,678,3796,5.6,50,0,0,0,0,Y
2015,javorius allen,Southern California,RB,72.5,221,4.53,11,35.5,121,4.28,6.96,417,2306,5.5,25,0,0,0,0,Y
2015,dominique brown,Louisville,RB,73.88,234,4.62,17,,,,,419,1795,4.3,16,0,0,0,0,N
2015,malcolm brown,Texas,RB,71.38,224,4.62,19,34.5,117,4.15,6.86,630,2678,4.3,24,0,0,0,0,N
2015,david cobb,Minnesota,RB,70.88,229,4.59,17,38.5,121,,,563,2896,5.1,20,0,0,0,0,Y
2015,tevin coleman,Indiana,RB,71.38,206,4.59,22,,,,,452,3219,7.1,28,1,1,1,0,Y
2015,john crockett,North Dakota State,RB,71.75,217,4.62,15,40,125,4.25,7.15,,,,,0,0,0,0,N
2015,mike davis,South Carolina,RB,69.13,217,4.61,17,34,116,4.18,7,523,2231,4.3,19,0,0,0,0,Y
2015,michael dyer,Louisville,RB,68.5,218,4.58,26,34,120,,,578,3039,5.3,22,0,0,0,0,N
2015,jahwan edwards,Ball State (IN),RB,69.5,220,4.8,16,35.5,117,4.5,7.63,884,4558,5.2,51,0,0,0,0,N
2015,jalston fowler,Alabama,FB,71,254,4.94,23,33.5,114,4.4,7.56,113,738,6.5,5,0,0,0,0,Y
2015,melvin gordon,Wisconsin,RB,72.63,215,4.52,19,35,126,4.07,7.04,631,4915,7.8,45,1,1,1,0,Y
2015,todd gurley,Georgia,RB,72.63,222,4.52,17,,,,,510,3285,6.4,36,0,0,0,0,Y
2015,dee hart,Colorado State,RB,67.5,199,4.8,,33,113,4.38,7.2,237,1441,6.1,17,0,0,0,0,N
2015,braylon heard,Kentucky,RB,69.63,198,4.63,19,30.5,116,4.4,7.19,149,828,5.6,8,0,0,0,0,N
2015,kenny hilliard,Louisiana State,RB,71.63,226,4.83,,27,111,4.4,7.17,302,1557,5.2,27,0,0,0,0,Y
2015,joey iosefa,Hawaii,FB,71.75,247,5.02,30,31.5,110,4.33,7.24,512,2218,4.3,21,0,0,0,0,Y
2015,david johnson,Northern Iowa,RB,72.63,224,4.5,25,41.5,127,4.27,6.82,,,,,0,0,0,0,Y
2015,duke johnson,Miami (FL),RB,69.13,207,4.54,,33.5,121,,,526,3519,6.7,26,0,0,0,0,N
2015,gus johnson,Stephen F. Austin (TX),RB,69.63,215,4.7,26,36.5,120,4.13,7.09,,,,,0,0,0,0,N
2015,matt jones,Florida,RB,74.38,231,4.61,20,31.5,112,4.2,,297,1431,4.8,11,0,0,0,0,Y
2015,jeremy langford,Michigan State,RB,71.63,208,4.42,,34.5,118,4.32,7.22,577,2967,5.1,40,0,0,0,0,Y
2015,terrence magee,Louisiana State,RB,68.5,213,4.57,22,37,115,4.37,7.52,226,1330,5.9,12,0,0,0,0,N
2015,marcus murphy,Missouri,RB,68,193,4.61,11,29,109,4.4,,337,1957,5.8,16,0,0,0,0,Y
2015,thomas rawls,Central Michigan,RB,69,215,4.65,15,35.5,116,,,283,1436,5.1,15,0,0,0,0,N
2015,josh robinson,Mississippi State,RB,67.88,217,4.7,21,32,113,,,323,1997,6.2,15,0,0,0,0,Y
2015,tyler varga,Yale,FB,70.63,222,4.64,23,,,,,,,,,0,0,0,0,N
2015,karlos williams,Florida State,RB,72.75,230,4.48,16,33.5,117,4.46,7.16,241,1419,5.9,22,0,0,0,0,Y
2015,trey williams,Texas A&M,RB,67.5,195,4.49,18,33.5,119,4.12,6.84,204,1343,6.6,18,0,0,0,0,N
2015,zach zenner,South Dakota State,FB,71,223,4.6,25,41,121,4.14,7.08,,,,,0,0,0,0,N
2016,peyton barber,Auburn,RB,70,228,4.64,20,32.5,111,4.21,7,248,1071,4.3,13,0,0,0,0,N
2016,devontae booker,Utah,RB,70.75,219,,22,,,,,560,2773,5,21,0,0,0,0,Y
2016,tra carson,Texas A&M,RB,71.25,227,,19,,,,,473,2329,4.9,20,0,0,0,0,N
2016,alex collins,Arkansas,RB,70,217,4.59,18,28.5,113,,,665,3703,5.6,36,0,0,0,0,Y
2016,marshaun coprich,Illinois State,RB,68,207,4.47,17,34,112,4.58,7.26,,,,,0,0,0,0,N
2016,kenneth dixon,Louisiana Tech,RB,70.13,215,4.56,18,37.5,121,4.28,6.97,802,4483,5.6,72,0,0,0,0,Y
2016,kenyan drake,Alabama,RB,72.63,210,4.45,10,34.5,123,4.21,7.04,233,1495,6.4,18,0,0,0,0,Y
2016,ezekiel elliott,Ohio State,RB,71.75,225,4.47,,32.5,118,,,592,3961,6.7,43,1,0,1,0,Y
2016,tyler ervin,San Jose State,RB,69.88,192,4.41,17,39,130,,,528,2803,5.3,19,0,0,0,0,Y
2016,josh ferguson,Illinois,RB,69.5,198,4.48,21,34.5,120,,,505,2586,5.1,18,0,0,0,0,N
2016,glenn gronkowski,Kansas State,RB,74.13,239,4.71,17,33,120,4.45,7.1,16,51,3.2,1,0,0,0,0,N
2016,derrick henry,Alabama,RB,74.63,247,4.54,22,37,130,4.38,7.2,602,3591,6,42,1,1,1,1,Y
2016,jordan howard,Indiana,RB,71.88,230,,16,34,122,,,,,,,0,0,0,0,Y
2016,andy janovich,Nebraska,RB,73,238,4.81,30,34,119,4.32,7.28,45,271,6,3,0,0,0,0,Y
2016,daniel lasco,California,RB,72.25,209,4.46,23,41.5,135,4.26,7.22,348,1872,5.4,18,0,0,0,0,Y
2016,tre madden,Southern California,RB,72.25,223,,24,,,,,223,1155,5.2,8,0,0,0,0,N
2016,keith marshall,Georgia,RB,71.38,219,4.31,25,30.5,,,,253,1379,5.5,12,0,0,0,0,Y
2016,paul perkins,UCLA,RB,70.38,208,4.54,19,32,124,,,621,3488,5.6,29,0,0,0,0,Y
2016,cj prosise,Notre Dame,RB,72.5,220,4.48,,35.5,121,,,167,1155,6.9,12,0,0,0,0,Y
2016,wendell smallwood,West Virginia,RB,70.5,208,4.47,14,33.5,120,4.28,6.83,425,2462,5.8,12,0,0,0,0,Y
2016,kelvin taylor,Florida,RB,70.25,207,4.6,15,32,113,,,486,2108,4.3,23,0,0,0,0,Y
2016,shadrach thornton,North Carolina State,RB,71.63,217,4.75,12,31,116,4.21,6.85,513,2572,5,19,0,0,0,0,N
2016,soma vainuku,Southern California,RB,71.5,246,4.68,26,32,108,,,24,148,6.2,3,0,0,0,0,N
2016,dan vitale,Northwestern,RB,72,239,4.6,30,38.5,123,4.12,7.12,6,29,4.8,0,0,0,0,0,Y
2016,deandre washington,Texas Tech,RB,68.25,204,4.49,24,34.5,116,4.2,7.03,605,3411,5.6,23,0,0,0,0,Y
2016,brandon wilds,South Carolina,RB,72.75,220,4.54,21,36.5,118,4.33,7.08,379,1844,4.9,13,0,0,0,0,N
2016,jonathan williams,Arkansas,RB,70,220,,16,,,,,406,2321,5.7,16,0,0,0,0,Y
2017,christopher carson,Oklahoma State,RB,72.25,218,4.58,23,37,130,,,,,,,0,0,0,0,N
2017,corey clement,Wisconsin,RB,70.25,220,4.68,19,28.5,115,4.53,,576,3092,5.4,36,0,0,0,0,N
2017,tarik cohen,North Carolina A&T,RB,66.38,179,4.42,11,31.5,118,,,,,,,0,0,0,0,Y
2017,james conner,Pittsburgh,RB,73.25,233,4.65,20,29,113,,,668,3733,5.6,52,1,0,1,0,Y
2017,dalvin cook,Florida State,RB,71.13,210,4.49,22,30.5,116,4.53,7.27,687,4464,6.5,46,1,1,1,0,Y
2017,justin davis,Southern California,RB,72.63,208,,21,,,4.32,,461,2465,5.3,19,0,0,0,0,N
2017,matt dayes,North Carolina State,RB,68.63,205,,18,28,109,,,550,2856,5.2,34,0,0,0,0,N
2017,tarean folston,Notre Dame,RB,69,214,,,,,4.2,,343,1712,5,11,0,0,0,0,N
2017,donta foreman,Texas,RB,72.25,233,,18,,,4.28,,431,2774,6.4,20,1,1,1,0,Y
2017,leonard fournette,Louisiana State,RB,72.13,240,4.51,,28.5,,,,616,3830,6.2,40,1,1,1,0,Y
2017,wayne gallman,Clemson,RB,72.25,215,4.6,21,29.5,120,4.28,7.17,675,3416,5.1,34,0,0,0,0,Y
2017,deangelo henderson,Coastal Carolina (SC),RB,67.5,208,4.48,20,34,120,,,,,,,0,0,0,0,Y
2017,brian hill,Wyoming,RB,72.63,219,4.54,15,34,125,4.32,7.03,775,4287,5.5,35,0,0,0,0,Y
2017,elijah hood,North Carolina,RB,71.75,232,,18,,,4.34,,430,2580,6,29,0,0,0,0,Y
2017,kareem hunt,Toledo,RB,70.5,216,4.62,18,36.5,119,,,782,4945,6.3,44,0,0,0,0,Y
2017,aaron jones,Texas-El Paso,RB,69.13,208,4.56,16,37.5,127,4.2,6.82,658,4114,6.3,33,0,0,0,0,Y
2017,alvin kamara,Tennessee,RB,69.75,214,4.56,15,39.5,131,4.56,,210,1294,6.2,16,0,0,0,0,Y
2017,tj logan,North Carolina,RB,69.13,196,4.37,17,33.5,121,4.43,,398,2165,5.4,19,0,0,0,0,Y
2017,marlon mack,South Florida,RB,70.75,213,4.5,15,35.5,125,4.22,,586,3609,6.2,32,0,0,0,0,Y
2017,christian mccaffrey,Stanford,RB,71.25,202,4.48,10,37.5,121,4.22,6.57,632,3922,6.2,21,1,1,1,0,Y
2017,elijah mcguire,Louisiana-Lafayette,RB,69.75,214,4.53,15,36,120,4.56,7.26,710,4301,6.1,42,1,0,1,0,Y
2017,jeremy mcnichols,Boise State,RB,68.63,214,4.49,,35.5,121,4.28,6.93,571,3205,5.6,44,0,0,0,0,Y
2017,dare ogunbowale,Wisconsin,RB,70.75,213,4.65,14,35,120,4.34,6.99,319,1518,4.8,13,0,0,0,0,N
2017,samaje perine,Oklahoma,RB,70.63,233,4.65,30,33,116,4.37,7.26,685,4122,6,49,0,0,0,0,Y
2017,donnel pumphrey,San Diego State,RB,68.25,176,4.48,5,33.5,117,4.46,,1059,6405,6,62,1,0,1,0,Y
2017,devine redding,Indiana,RB,68.25,205,4.76,16,30.5,116,4.46,7.18,508,2252,4.4,17,0,0,0,0,N
2017,sam rogers,Virginia Tech,FB,70.25,231,4.93,19,32,114,4.34,7.27,165,692,4.2,4,0,0,0,0,Y
2017,rushel shell,West Virginia,RB,69.63,227,4.74,21,32.5,,4.08,,450,2010,4.5,20,0,0,0,0,N
2017,deveon smith,Michigan,RB,70.88,223,,22,29,108,4.56,7.3,495,2235,4.5,22,0,0,0,0,N
2017,freddie stevenson,Florida State,FB,72,234,4.75,24,28,111,4.36,7.65,25,132,5.3,5,0,0,0,0,N
2017,jahad thomas,Temple,RB,69.63,190,4.62,11,32,116,,,563,2599,4.6,30,0,0,0,0,N
2018,josh adams,Notre Dame,RB,74,213,,18,,,,,480,3201,6.7,20,0,0,0,0,N
2018,kalen ballage,Arizona State,RB,73,228,4.46,15,33.5,122,4.35,6.91,450,1984,4.4,27,0,0,0,0,Y
2018,saquon barkley,Penn State,RB,72,233,4.4,29,41,,4.24,,671,3843,5.7,43,1,1,1,0,Y
2018,nick chubb,Georgia,RB,71,227,4.52,29,38.5,128,4.25,7.09,758,4769,6.3,44,0,0,0,0,Y
2018,lavon coleman,Washington,RB,71,215,4.65,23,33,120,,,374,2000,5.3,12,0,0,0,0,N
2018,justin crawford,West Virginia,RB,71,199,4.64,11,33.5,122,,,354,2244,6.3,11,0,0,0,0,N
2018,chase edmonds,Fordham (NY),RB,69,205,4.55,19,34,122,4.07,6.79,,,,,0,0,0,0,Y
2018,donnie ernsberger,Western Michigan,FB,75,241,4.78,15,31,114,4.34,7.09,1,2,2,0,0,0,0,0,N
2018,dimitri flowers,Oklahoma,FB,74,248,4.83,17,30.5,109,4.53,7.45,36,151,4.2,4,0,0,0,0,N
2018,jarvion franklin,Western Michigan,RB,71,239,4.63,18,30,109,4.31,6.93,942,4867,5.2,52,1,0,1,0,N
2018,royce freeman,Oregon,RB,71,229,4.54,17,34,118,4.16,6.9,947,5621,5.9,60,0,0,0,0,Y
2018,derrius guice,Louisiana State,RB,70,224,4.49,15,31.5,,,,471,3074,6.5,29,0,0,0,0,Y
2018,kyle hicks,Texas Christian,RB,70,204,4.63,13,36.5,122,,,444,2101,4.7,19,0,0,0,0,N
2018,nyheim hines,North Carolina State,RB,68,198,4.38,,35.5,119,4.35,7.18,258,1400,5.4,13,0,0,0,0,Y
