year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,rushatt,rushyds,rushypa,rushtds,hasbling,allamerican,hasawards,heisman,drafted
2018,justin jackson,Northwestern,RB,72,199,4.52,13,38.5,122,4.07,6.81,1142,5440,4.8,41,0,0,0,0,Y
2018,kerryon johnson,Auburn,RB,71,213,,11,40,126,4.29,7.07,519,2494,4.8,32,1,0,1,0,Y
2018,ronald jones,Southern California,RB,71,205,4.65,,36.5,,,,591,3619,6.1,39,0,0,0,0,Y
2018,john kelly,Tennessee,RB,70,216,,15,35,120,4.51,7.13,,,,,0,0,0,0,Y
2018,sony michel,Georgia,RB,71,214,4.54,22,,,4.21,,590,3613,6.1,33,0,0,0,0,Y
2018,ryan nall,Oregon State,RB,74,232,4.58,15,33,122,4.16,6.95,385,2216,5.8,24,0,0,0,0,N
2018,rashaad penny,San Diego State,RB,71,220,4.46,13,32.5,120,,,488,3656,7.5,38,1,1,1,0,Y
2018,kamryn pettway,Auburn,RB,72,233,4.74,22,33.5,116,,,285,1529,5.4,13,0,0,0,0,N
2018,demario richard,Arizona State,FB,69,218,4.7,12,29.5,115,,,647,3202,4.9,26,0,0,0,0,N
2018,bo scarbrough,Alabama,RB,73,228,4.52,14,40,129,4.34,,267,1512,5.7,20,0,0,0,0,Y
2018,roc thomas,Jacksonville State (AL),RB,70,198,4.56,16,35.5,125,,,86,475,5.5,3,0,0,0,0,N
2018,akrum wadley,Iowa,RB,70,194,4.54,12,32,,,,536,2872,5.4,28,0,0,0,0,N
2018,mark walton,Miami (FL),RB,70,202,4.6,18,31.5,118,,,395,2006,5.1,26,0,0,0,0,Y
2018,chris warren,Texas,RB,74,247,4.69,25,33,121,4.18,6.98,204,1150,5.6,13,0,0,0,0,N
2018,jordan wilkins,Mississippi,RB,73,216,,16,36,117,4.27,,279,1751,6.3,14,0,0,0,0,Y
