year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,isbuilt,drafted
2009,william moore,Missouri,SS,72.13,221,4.56,16,37,123,4.26,6.81,1,Y
2009,troy nolan,Arizona State,FS,72.5,206,4.63,12,31.5,117,4.3,7.06,1,Y
2009,derek pegues,Mississippi State,FS,69.63,199,4.63,23,36,119,4.3,7.08,0,N
2009,glover quin,New Mexico,FS,70.75,204,4.5,22,38,119,4.43,7.39,0,Y
2009,jamarca sanford,Mississippi,SS,69.88,214,4.5,29,33.5,116,4.2,7.02,0,Y
2009,cj spillman,Marshall (WV),FS,72,197,4.45,,41.5,122,4.33,7.05,0,N
2009,curtis taylor,Louisiana State,FS,74,207,4.64,13,37.5,129,4.23,7.25,1,Y
2009,brandon underwood,Cincinnati,FS,73,198,4.5,16,36.5,125,4.2,7,0,Y
2009,chip vaughn,Wake Forest,SS,73.38,221,4.42,21,37,125,4.12,7.03,1,Y
2010,nate allen,South Florida,FS,72.5,207,4.5,16,,,,,1,Y
2010,jon amaya,Nevada,FS,72.75,203,4.51,8,28,118,,,1,N
2010,lucien antoine,Oklahoma State,SS,72.5,215,4.62,28,32,120,4.47,7.38,1,N
2010,larry asante,Nebraska,SS,72,212,4.62,14,37.5,118,4.17,7,1,Y
2010,eric berry,Tennessee,FS,71.63,211,4.4,19,43,130,4.23,6.8,0,Y
2010,morgan burnett,Georgia Tech,FS,73.38,209,4.51,16,,,,,1,Y
2010,kam chancellor,Virginia Tech,FS,75.25,231,4.62,22,32,116,4.41,7.36,1,Y
2010,barry church,Toledo,SS,73.5,222,4.69,19,36,121,4.17,6.65,1,N
2010,harry coleman,Louisiana State,SS,73.5,211,4.56,13,33,115,4.42,7.24,1,N
2010,kurt coleman,Ohio State,SS,70.25,192,4.55,19,,,,,0,Y
2010,cody grimm,Virginia Tech,SS,70.88,203,4.55,11,35.5,117,,6.58,0,N
2010,chad jones,Louisiana State,SS,74.13,221,4.59,9,36,115,4.14,6.83,1,Y
2010,reshad jones,Georgia,SS,73.25,214,4.51,24,39.5,118,4.54,7.43,1,Y
2010,kendrick lewis,Mississippi,FS,71.63,198,4.73,16,31.5,116,4.33,6.88,0,Y
2010,myron lewis,Vanderbilt,FS,73.63,203,4.42,10,37,126,,,1,Y
2010,taylor mays,Southern California,FS,75.13,230,4.31,24,41,125,,,1,Y
2010,kyle mccarthy,Notre Dame,SS,72,205,4.58,24,34,117,4.13,6.74,1,N
2010,nick polk,Indiana,FS,71,211,4.55,14,38,121,,,0,N
2010,dennis rogan,Tennessee,FS,68.88,185,4.73,,38,118,4.1,,0,N
2010,myron rolle,Florida State,SS,73.88,215,4.59,21,36,124,4.15,6.94,1,Y
2010,darian stewart,South Carolina,SS,71,213,4.53,12,37,122,4.32,,0,N
2010,darrell stuckey,Kansas,SS,71.5,205,4.46,17,39.5,120,,,0,Y
2010,tj ward,Oregon,SS,70.5,211,4.56,19,34,121,,,0,Y
2010,donovan warren,Michigan,FS,71.5,193,4.62,12,,113,,,0,N
2010,justin woodall,Alabama,SS,73,223,4.64,13,34,118,4.17,6.88,1,N
2010,major wright,Florida,FS,73,206,4.44,14,37.5,119,4.36,6.95,1,Y
2011,ahmad black,Florida,SS,69.5,184,4.7,18,35.5,119,4.2,6.85,0,Y
2011,quinton carter,Oklahoma,FS,72.63,208,4.57,23,34.5,121,4.06,7.05,1,Y
2011,chris conte,California,FS,74.38,197,4.52,18,35.5,127,4.19,7.01,0,Y
2011,chris culliver,South Carolina,FS,72.38,199,4.36,,38.5,123,4.08,6.88,0,Y
2011,dejon gomes,Nebraska,SS,71.5,208,4.5,13,31,110,,,0,Y
2011,eric hagg,Nebraska,FS,73.38,209,4.62,18,34.5,121,4.19,6.73,1,Y
2011,will hill,Florida,FS,72.75,202,4.64,,31,123,4.19,,1,N
2011,jermale hines,Ohio State,FS,73.13,219,4.61,19,31,,4.21,6.9,1,Y
2011,jaiquawn jarrett,Temple,FS,71.88,198,4.62,14,30,113,4.14,6.95,0,Y
2011,jeron johnson,Boise State,SS,70.25,212,4.51,23,,,,,0,N
2011,shiloh keo,Idaho,SS,71.25,219,4.74,24,32.5,110,3.9,6.55,0,Y
2011,joe lefeged,Rutgers,SS,71.63,210,4.42,18,36.5,122,4.13,6.82,0,N
2011,mark legree,Appalachian State (NC),FS,71.5,210,4.49,21,31,116,4.09,6.9,0,Y
2011,deandre mcdaniel,Clemson,SS,72.13,217,4.63,,35,116,,,1,N
2011,rahim moore,UCLA,FS,71.75,202,4.58,11,35,115,3.96,6.98,0,Y
2011,robert sands,West Virginia,FS,76.38,217,4.53,12,35,124,4.06,7.03,1,Y
2011,tyler sash,Iowa,SS,72,211,4.62,11,33,108,4.27,6.9,1,Y
2011,danorris searcy,North Carolina,SS,70.63,223,4.55,27,33,120,4.09,6.87,0,Y
2011,david sims,Iowa State,SS,69.25,200,4.5,24,37.5,120,4.28,,0,N
2011,jerrard tarrant,Georgia Tech,FS,72.38,204,4.57,14,33,116,4.21,6.92,1,N
2011,nate williams,Washington,SS,73,211,4.68,17,30.5,114,4.15,6.98,1,N
2012,antonio allen,South Carolina,SS,73.5,210,4.58,17,34,118,4.25,7.02,1,Y
2012,mark barron,Alabama,SS,73,213,4.56,,,,,,1,Y
2012,justin bethel,Presbyterian (SC),FS,71.63,200,4.52,19,39.5,131,4.3,6.79,0,Y
2012,sean cattouse,California,SS,74.13,211,4.74,,34,114,4.15,6.99,1,N
2012,winston guy,Kentucky,SS,72.88,218,4.62,,,,,,1,Y
2012,delano howell,Stanford,SS,70.88,210,4.61,21,33,120,4.15,6.97,0,N
2012,duke ihenacho,San Jose State,SS,72.13,213,4.67,20,35,122,4.22,6.78,1,N
2012,george iloka,Boise State,FS,75.63,225,4.6,20,34.5,124,4.03,7.03,1,Y
2012,janzen jackson,McNeese State (LA),FS,71.5,188,4.6,9,36.5,125,4.15,6.9,0,N
2012,markelle martin,Oklahoma State,FS,72.75,207,4.47,19,,,,,1,Y
2012,kelcie mccray,Arkansas State,SS,73.75,202,4.48,12,30.5,122,4.29,7,1,N
2012,jerron mcmillian,Maine,SS,71.13,203,4.47,17,36.5,120,4.22,6.69,0,N
2012,charles mitchell,Mississippi State,SS,70.75,202,4.56,19,37,127,4.22,6.93,0,Y
2012,eddie pleasant,Oregon,SS,70.13,211,4.53,22,33.5,116,4.28,7.12,0,N
2012,cyhl quarles,Wake Forest,SS,73.5,213,4.54,19,32.5,119,4.32,7.21,1,N
2012,sean richardson,Vanderbilt,SS,74.5,216,4.43,22,38.5,128,4.44,7.01,1,N
2012,trenton robinson,Michigan State,FS,69.75,195,4.46,15,35,125,4.15,,0,N
2012,harrison smith,Notre Dame,SS,73.88,213,4.54,19,34,122,4.12,6.63,1,Y
2012,brandon taylor,Louisiana State,SS,71.25,209,4.52,,33.5,118,4.37,7.32,0,Y
2012,johnny thomas,Oklahoma State,SS,70.38,206,4.57,20,35.5,123,4.25,7.01,0,N
2012,phillip thomas,Syracuse,FS,70.63,198,4.68,14,33,122,,,0,N
2012,christian thompson,South Carolina State,FS,73,211,4.42,18,31.5,122,4.13,7.33,1,Y
2012,corey white,Samford (AL),SS,73,206,4.53,15,37.5,126,4.22,6.72,1,Y
2013,john boyett,Oregon,FS,69.88,204,4.64,27,,,,,0,Y
2013,johnathan cyprien,Florida International,SS,72.25,217,4.56,,38.5,,,,1,N
2013,matt elam,Florida,FS,69.88,208,4.5,17,35.5,118,,,0,Y
2013,josh evans,Florida,FS,73.13,207,4.58,,34.5,123,4.1,6.64,1,Y
2013,tony jefferson,Oklahoma,FS,70.75,213,4.75,16,,,,,0,N
2013,keelan johnson,Arizona State,SS,71.63,209,4.54,12,36.5,125,4.07,6.77,0,N
2013,robert lester,Alabama,SS,73.25,220,4.66,,33.5,117,,,1,N
2013,tj mcdonald,Southern California,FS,74.5,219,4.59,19,40,131,4.2,6.89,1,Y
2013,bradley mcdougald,Kansas,FS,72.25,215,4.74,19,34.5,122,4.44,7.07,1,N
2013,rontez miles,California (PA),FS,71.63,203,4.62,,36.5,123,4.27,6.97,0,N
2013,zeke motta,Notre Dame,FS,74.25,213,4.83,11,35.5,126,4.16,6.75,1,Y
2013,bacarri rambo,Georgia,FS,72.5,211,4.56,17,,,,,1,Y
2013,eric reid,Louisiana State,FS,73.25,213,4.53,17,40.5,134,4.22,6.99,1,Y
2013,daimion stafford,Nebraska,FS,71.63,221,4.69,21,30.5,111,,7.06,0,Y
2013,jawanza starling,Southern California,SS,72.75,202,4.64,17,36,122,4.34,6.68,1,N
2013,dj swearinger,South Carolina,FS,70.5,208,4.67,17,37,124,4.11,6.7,0,Y
2013,phillip thomas,Frenso State (CA),FS,72.5,208,4.65,14,35,122,,,1,Y
2013,shamarko thomas,Syracuse,SS,68.88,213,4.42,28,40.5,133,4.26,,0,Y
2013,kenny vaccaro,Texas,FS,73,214,4.63,15,38,121,4.06,6.78,1,Y
2013,jj wilcox,Georgia Southern,SS,72,213,4.57,17,35,124,4.09,7.02,1,Y
2013,shawn williams,Georgia,SS,71.88,213,4.46,25,36,120,4.25,7.01,0,Y
2013,earl wolff,North Carolina State,SS,71,209,4.44,,39,134,4.07,,0,Y
2014,maurice alexander,Utah State,SS,73.25,220,4.54,,38,123,4.51,7.05,1,N
2014,dion bailey,Southern California,FS,71.75,201,4.66,,34,112,4.15,6.97,0,N
2014,nat berhe,San Diego State,SS,70.5,193,4.71,15,35.5,116,4.22,7.08,0,Y
2014,tre boston,North Carolina,FS,71.63,204,4.59,18,35,115,4.31,7.04,0,Y
2014,terrence brooks,Florida State,FS,70.88,198,4.42,10,38,118,,7.35,0,Y
2014,deone bucannon,Washington State,SS,73,211,4.49,19,36.5,124,4.26,6.96,1,Y
2014,hasean clintondix,Alabama,FS,73.38,208,4.58,11,33,117,4.16,7.16,1,N
2014,ahmad dixon,Baylor,SS,72,212,4.64,14,32,111,4.5,7.55,1,Y
2014,jonathan dowling,Western Kentucky,FS,74.75,190,4.52,8,33.5,116,4.24,7.04,0,Y
2014,marqueston huff,Wyoming,FS,71.13,196,4.49,15,35.5,116,4.19,7.26,0,Y
2014,dontae johnson,North Carolina State,FS,74.13,200,4.45,12,38.5,123,4.24,6.82,1,Y
2014,kenny ladler,Vanderbilt,FS,72.13,207,4.7,24,36.5,126,,,1,N
2014,isaiah lewis,Michigan State,SS,69.88,211,4.6,15,36.5,122,4.47,7.05,0,N
2014,craig loston,Louisiana State,SS,72.63,217,4.65,12,32.5,117,4.35,7.15,1,N
2014,calvin pryor,Louisville,FS,71.13,207,4.58,18,34.5,115,,,0,Y
2014,ed reynolds,Stanford,FS,73,207,4.57,15,32.5,116,,,1,Y
2014,daniel sorensen,Brigham Young,SS,73.38,205,4.67,13,32,113,3.95,6.47,1,N
2014,vinnie sunseri,Alabama,SS,71.13,210,,18,,,,,0,Y
2014,jemea thomas,Georgia Tech,FS,69.25,192,4.55,19,37,124,,,0,Y
2014,brock vereen,Minnesota,SS,71.63,199,4.47,25,34,116,4.07,6.9,0,Y
2014,jimmie ward,Northern Illinois,SS,71,193,4.59,9,,,,,0,Y
2015,adrian amos,Penn State,FS,72.5,218,4.56,,35.5,122,4.03,7.09,1,Y
2015,detrick bonner,Virginia Tech,FS,71.75,207,4.56,15,,,,,0,N
2015,ibraheim campbell,Northwestern,SS,71.38,208,4.59,23,,,,,0,Y
2015,landon collins,Alabama,SS,72,228,4.53,,35,120,4.33,7.38,1,Y
2015,kurtis drummond,Michigan State,FS,72.63,208,4.65,,39.5,119,4.33,7.09,1,N
2015,clayton geathers,Central Florida,SS,73.63,218,4.55,22,37,120,4.27,7.21,1,Y
2015,chris hackett,Texas Christian,FS,72.25,195,4.81,,32,110,4.2,7.12,0,N
2015,anthony harris,Virginia,SS,72.63,183,4.57,,,,,,0,N
2015,gerod holliman,Louisville,FS,71.75,218,4.54,17,,,,,0,Y
2015,kyshoen jarrett,Virginia Tech,SS,69.88,200,4.57,21,33,109,4.4,6.95,0,Y
2015,dean marlowe,James Madison (VA),FS,73.5,203,4.58,16,33.5,114,4.18,7,1,N
2015,tevin mcdonald,Eastern Washington,FS,71.38,195,4.63,19,33,112,4.26,7.01,0,N
2015,cody prewitt,Mississippi,FS,74,208,4.6,11,35,125,4.23,7.12,1,N
2015,damarious randall,Arizona State,FS,70.88,196,4.46,14,38,120,4.07,6.83,0,Y
2015,jordan richards,Stanford,SS,70.75,211,4.65,13,32,111,4.22,6.74,0,Y
2015,james sample,Louisville,SS,74.13,209,4.56,,32.5,123,,7.04,1,Y
2015,derron smith,Frenso State (CA),FS,70,200,4.52,,,,,,0,Y
2015,jaquiski tartt,Samford (AL),SS,73,221,4.53,,,124,,,1,Y
2015,jermaine whitehead,Auburn,FS,71,197,4.59,15,37,128,4.11,6.95,0,N
2016,vonn bell,Ohio State,SS,70.75,199,,16,,,,,0,Y
2016,lamarcus brutus,Florida State,FS,71.63,206,4.76,14,33,114,4.33,7.08,0,N
2016,deon bush,Miami (FL),FS,72.38,199,4.64,17,36,123,,,0,Y
2016,tevin carter,Utah,SS,73.25,218,,19,,,,,1,N
2016,sean davis,Maryland,FS,73,201,4.46,21,37.5,126,3.97,6.64,1,Y
2016,kj dillon,West Virginia,SS,72.38,210,4.53,11,,121,,,1,Y
2016,kavon frazier,Central Michigan,FS,71.88,217,,18,,,,,0,Y
2016,tj green,Clemson,FS,74.5,209,4.34,13,35.5,129,,,1,Y
2016,deandre houstoncarson,William & Mary (VA),FS,72.75,201,4.54,13,32.5,115,4.28,7.15,1,Y
2016,jayron kearse,Clemson,SS,76,216,4.62,16,31.5,124,,7.06,1,Y
2016,miles killebrew,Southern Utah,SS,73.88,217,4.65,22,38,127,4.18,6.93,1,Y
2016,derrick kindred,Texas Christian,SS,70,207,4.5,,37.5,123,4.29,7.05,0,Y
2016,jordan lomax,Iowa,FS,69.88,202,4.75,8,36,120,4.15,7.18,0,N
2016,jalen mills,Louisiana State,FS,72,191,4.61,16,37,123,4,6.86,0,Y
2016,keanu neal,Florida,FS,72,211,4.62,17,38,132,4.38,7.09,1,Y
2016,tyvis powell,Ohio State,FS,74.75,211,4.46,15,34.5,120,4.25,7.03,1,N
2016,jalen ramsey,Florida State,FS,73.25,209,4.41,14,41.5,135,4.18,6.94,1,Y
2016,elijah shumate,Notre Dame,SS,71,216,4.58,18,33,119,4.51,,0,N
2016,justin simmons,Boston College,FS,74.38,202,4.61,16,40,126,3.85,6.58,1,Y
2016,aj stamps,Kentucky,FS,70.88,193,4.79,15,33,115,4.25,7.17,0,N
2016,darian thompson,Boise State,FS,73,208,4.69,12,32.5,118,4.33,7.26,1,Y
2016,brandon williams,Texas A&M,FS,71.38,197,4.37,18,30.5,118,4.19,6.85,0,Y
2017,jamal adams,Louisiana State,SS,71.63,214,4.56,18,31.5,120,4.13,6.96,0,Y
2017,budda baker,Washington,FS,69.63,195,4.45,15,32.5,115,4.08,6.76,0,Y
2017,jamal carter,Miami (FL),SS,72.63,218,4.64,19,35,122,4.28,,1,N
2017,justin evans,Texas A&M,SS,72,199,,14,,,,,0,Y
2017,rudy ford,Auburn,FS,71.13,205,,20,,,4.21,,0,Y
2017,nate gerry,Nebraska,SS,73.88,218,4.58,17,30.5,122,,,1,Y
2017,josh harveyclemons,Louisville,FS,76.13,217,,12,31.5,121,,,1,Y
2017,delano hill,Michigan,SS,72.63,216,4.47,17,33.5,115,4.27,6.96,1,Y
2017,eddie jackson,Alabama,FS,72,201,,10,,,4.2,,1,Y
2017,lorenzo jerome,St. Francis (PA),SS,70.5,204,4.7,11,,,4.68,7.63,0,N
2017,jadar johnson,Clemson,FS,72.5,206,4.6,19,33,119,4.2,6.9,1,N
2017,john johnson,Boston College,FS,72.63,208,4.61,14,37,119,4.18,6.72,1,Y
2017,josh jones,North Carolina State,FS,73.25,220,4.41,20,37.5,132,4.27,,1,Y
2017,william likely,Maryland,FS,67.13,180,,15,,,,,0,N
2017,shalom luani,Washington State,SS,71.38,202,4.55,12,31,116,4.21,6.87,0,Y
2017,marcus maye,Florida,FS,71.63,210,,,,,4.12,,0,Y
2017,obi melifonwu,Connecticut,FS,76,224,4.4,17,44,141,,,1,Y
2017,montae nicholson,Michigan State,SS,73.63,212,4.42,,35,125,4.19,,1,Y
2017,jordan sterns,Oklahoma State,SS,71,196,,,,,4.2,,0,N
2017,tedric thompson,Colorado,FS,71.75,204,4.6,17,32.5,117,4.36,7.11,0,Y
2017,damarius travis,Minnesota,SS,72.75,206,,13,32.5,115,4.28,7.08,1,N
2017,michael tyson,Cincinnati,SS,72.88,204,4.56,17,33,118,,,1,Y
2018,marcus allen,Penn State,FS,74,202,,15,37,127,4.32,,1,Y
2018,troy apke,Penn State,SS,74,198,4.34,16,41,131,4.03,6.56,0,Y
2018,jessie bates,Wake Forest,FS,74,195,4.5,,35.5,117,4.26,6.78,0,Y
2018,quin blanding,Virginia,FS,74,215,4.63,,31.5,122,,,1,N
2018,sean chandler,Temple,FS,72,190,4.65,16,34.5,119,4.62,,0,N
2018,dane cruikshank,Arizona,SS,73,206,4.41,25,38.5,121,4.24,6.89,1,Y
2018,terrell edmunds,Virginia Tech,SS,74,220,4.47,,41.5,134,,,1,Y
2018,deshon elliott,Texas,SS,74,205,4.58,15,36,121,,,1,Y
2018,tre flowers,Oklahoma State,SS,75,200,4.45,18,34.5,122,,,1,Y
2018,rashaan gaulden,Tennessee,FS,73,193,4.61,8,30,119,4.33,7.16,0,Y
2018,marcell harris,Florida,SS,72,208,,16,,,,,1,Y
2018,ronnie harrison,Alabama,SS,75,214,,,34,120,,,1,Y
2018,godwin igwebuike,Northwestern,FS,72,205,4.44,19,35.5,128,4.12,6.56,1,N
2018,natrell jamerson,Wisconsin,FS,72,198,4.4,25,35.5,120,,,0,Y
2018,derwin james,Florida State,SS,75,215,4.47,21,40,132,,,1,Y
2018,joshua kalu,Nebraska,FS,73,195,4.58,17,41.5,134,,,0,N
2018,kameron kelly,San Diego State,FS,74,200,4.66,9,33,120,4.28,6.94,1,N
2018,siran neal,Jacksonville State (AL),SS,72,199,4.56,17,40.5,122,4.28,7,0,Y
2018,max redfield,Indiana (PA),SS,73,205,4.69,15,,,,,1,N
2018,justin reid,Stanford,FS,73,204,4.4,16,36.5,128,4.15,6.65,1,Y
2018,stephen roberts,Auburn,FS,71,189,4.53,,34,121,,,0,N
2018,domincik sanders,Georgia,FS,72,193,,14,,,,,0,N
2018,van smith,Clemson,FS,71,185,4.61,,29.5,,,,0,N
2018,trey walker,Louisiana-Lafayette,SS,74,200,4.51,14,33,119,4.28,7,1,N
2018,armani watts,Texas A&M,FS,71,205,,13,35,120,4.37,7.25,0,Y
2018,damon webb,Ohio State,SS,71,195,4.62,17,,,,,0,N
2018,kyzir white,West Virginia,SS,74,216,,21,35.5,113,,,1,Y
2018,jordan whitehead,Pittsburgh,FS,71,195,,21,,,,,0,Y
