year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,drafted
2006,jarrad page,UCLA,SS,72.38,239,4.64,,38.0,127.0,4.14,6.68,Y
2006,charlie peprah,Alabama,SS,70.88,206,4.7,15.0,37.5,119.0,4.09,6.81,Y
2006,bernard pollard,Purdue,SS,73.63,224,4.6,,36.5,131.0,,,Y
2006,nate salley,Ohio State,FS,73.75,216,4.64,14.0,40.0,123.0,4.15,6.79,Y
2006,ko simpson,South Carolina,FS,73.0,209,4.45,11.0,40.5,122.0,4.17,7.09,Y
2006,dwayne slay,Texas Tech,FS,75.5,216,4.83,,32.5,112.0,,,N
2006,anthony smith,Syracuse,FS,72.13,194,4.71,18.0,41.0,125.0,4.35,6.75,Y
2006,eric smith,Michigan State,SS,73.0,209,4.63,21.0,40.0,127.0,4.1,6.89,Y
2006,scott ware,Southern California,SS,73.13,218,4.72,15.0,37.0,115.0,4.25,7.05,N
2006,pat watkins,Florida State,FS,76.8,211,4.48,14.0,41.0,133.0,,,Y
2006,donte whitner,Ohio State,SS,70.1,204,4.44,18.0,40.0,132.0,,,Y
2007,gerald alexander,Boise State,FS,72.38,210,4.53,15.0,41.0,124.0,4.21,7.24,Y
2007,craig dahl,North Dakota State,SS,73.63,216,4.58,17.0,35.0,122.0,4.26,6.69,N
2007,jessie daniels,Louisiana State,SS,70.88,216,4.54,25.0,,,,,N
2007,eric frampton,Washington State,SS,71.0,204,4.65,10.0,34.5,122.0,4.17,6.84,Y
2007,cj gaddis,Clemson,FS,71.5,203,4.48,20.0,36.5,121.0,4.3,7.28,Y
2007,josh gattis,Wake Forest,FS,73.0,206,4.55,22.0,34.5,121.0,4.27,6.72,Y
2007,dashon goldson,Washington,FS,74.0,205,4.64,12.0,34.5,115.0,4.46,7.37,Y
2007,michael griffin,Texas,SS,71.75,202,4.48,16.0,36.0,120.0,4.1,6.6,Y
2007,tanard jackson,Syracuse,FS,72.0,200,4.53,12.0,32.5,121.0,4.28,6.89,Y
2007,michael johnson,Arizona,SS,74.63,205,4.66,15.0,33.0,114.0,4.32,7.04,Y
2007,laron landry,Louisiana State,FS,72.5,213,4.38,,37.5,123.0,,,Y
2007,brandon meriweather,Miami (FL),FS,70.63,195,4.5,11.0,35.0,111.0,4.33,7.06,Y
2007,chinedum ndukwe,Notre Dame,FS,73.75,206,4.5,15.0,37.5,,,,N
2007,jd nelson,Oregon,FS,71.38,207,4.86,,32.5,111.0,4.53,7.29,N
2007,reggie nelson,Florida,FS,71.38,198,4.51,,34.5,,,,Y
2007,chad nkang,Missouri,SS,71.5,220,4.52,23.0,36.5,118.0,4.34,7.1,Y
2007,marcus paschal,Iowa,FS,72.25,201,4.67,15.0,33.0,,4.72,7.31,N
2007,kevin payne,Louisiana-Monroe,FS,72.25,220,4.63,20.0,35.0,106.0,4.3,7.0,Y
2007,leonard peters,Hawaii,FS,73.13,210,4.81,21.0,32.5,110.0,,7.49,N
