year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,drafted
2011,allen reisner,Iowa,TE,74.25,248,4.9,14.0,28.0,108.0,4.59,7.31,N
2011,weslye saunders,South Carolina,TE,77.13,270,4.82,19.0,33.5,116.0,,,N
2011,lee smith,Marshall (WV),TE,77.75,266,4.94,25.0,29.0,108.0,4.28,7.16,Y
2011,luke stocker,Tennessee,TE,76.75,258,4.68,27.0,33.0,115.0,4.4,7.03,Y
2011,julius thomas,Portland State (OR),TE,76.63,246,4.64,16.0,35.5,111.0,4.31,6.96,Y
2011,dj williams,Arkansas,TE,74.0,245,4.59,20.0,33.5,111.0,4.51,7.29,Y
2012,dwayne allen,Clemson,TE,75.13,255,4.85,27.0,32.0,110.0,4.37,7.12,Y
2012,orson charles,Georgia,TE,74.5,251,4.83,35.0,,,,,Y
2012,michael egnew,Missouri,TE,77.13,252,4.52,21.0,36.0,131.0,4.32,7.03,Y
2012,rhett ellison,Southern California,TE,76.88,251,4.78,,31.5,109.0,,,Y
2012,coby fleener,Stanford,TE,78.0,247,4.52,27.0,,,,,Y
2012,chase ford,Miami (FL),TE,79.0,255,4.78,,,,,,N
2012,ladarius green,Louisiana-Lafayette,TE,77.75,238,4.45,16.0,34.5,124.0,4.47,7.12,Y
2012,james hanna,Oklahoma,TE,75.75,252,4.43,24.0,36.0,122.0,4.11,6.76,Y
2012,cory harkey,UCLA,TE,76.0,260,5.06,13.0,26.5,109.0,4.69,7.4,N
2012,david paulson,Oregon,TE,75.25,246,4.79,21.0,32.0,110.0,4.4,7.18,Y
2012,deangelo peterson,Louisiana State,TE,75.0,243,4.69,18.0,36.0,121.0,,7.19,N
2012,nick provo,Syracuse,TE,75.25,237,4.78,,,,,,N
2012,beau reliford,Florida State,TE,77.0,256,4.84,,,,,,N
2013,justice cunningham,South Carolina,TE,74.63,258,4.94,,31.5,116.0,4.45,7.12,Y
2013,tyler eifert,Notre Dame,TE,77.5,250,4.68,22.0,35.5,119.0,4.32,6.92,Y
2013,zach ertz,Stanford,TE,77.0,249,4.76,24.0,30.5,111.0,4.47,7.08,Y
2013,gavin escobar,San Diego State,TE,77.88,254,4.84,,32.0,114.0,4.31,7.07,Y
2013,joseph fauria,UCLA,TE,79.38,259,4.82,17.0,,,,,N
2013,matt furstenburg,Maryland,TE,75.63,242,4.62,18.0,35.5,115.0,4.35,7.09,N
2013,chris gragg,Arkansas,TE,74.75,244,4.5,18.0,37.5,125.0,4.51,7.08,Y
2013,marqueis gray,Minnesota,TE,75.25,240,4.73,15.0,30.0,111.0,4.3,7.25,N
2013,nick kasa,Colorado,TE,77.88,269,4.71,22.0,31.5,113.0,,,Y
2013,travis kelce,Cincinnati,TE,77.0,257,4.63,,,,,,Y
2013,philip lutzenkirchen,Auburn,TE,75.25,258,4.94,21.0,30.5,112.0,4.35,7.15,N
2013,vance mcdonald,Rice (TX),TE,76.13,267,4.69,31.0,33.5,119.0,4.53,7.08,Y
2013,chris pantale,Boston College,TE,77.13,254,4.99,17.0,33.5,110.0,4.5,7.48,N
2013,jordan reed,Florida,TE,74.5,236,4.72,16.0,,,,,Y
2013,mychal rivera,Tennessee,TE,75.25,242,4.81,17.0,31.0,112.0,4.43,7.17,Y
2013,dion sims,Michigan State,TE,76.88,262,4.75,22.0,35.0,112.0,4.52,7.36,Y
2013,jake stoneburner,Ohio State,TE,75.38,252,4.65,18.0,34.5,116.0,4.27,7.12,N
